batch003_seed_id	candidate_id	batch003_action	dedupe_action	final_row_status	original_doi	replication_doi	original_title	replication_title	current_root_pair_ids	dedupe_key_text	created_at
batch003_seed_fbbdd747be51a733	api_candidate_33fc74a340d30a53	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1117/1.3609797		Investigation of direct replication techniques on periodic multilayers		10 1117 1 3609797 investigation of direct replication techniques on periodic multilayers unresolved original target investigation of direct replication techniques on periodic multilayers	2026-05-06T01:48:23+00:00
batch003_seed_579a5dae4c7dbcd7	api_candidate_77398a2c8e043ed1	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1525/collabra.35271	Mortality Salience Effect With and Without Original Author Involvement	Many Labs 4: Failure to Replicate Mortality Salience Effect With and Without Original Author Involvement		10 1525 collabra 35271 mortality salience effect with and without original author involvement many labs 4 failure to replicate mortality salience effect with and without original author involvement mortality salience effect with and without original author involvement many labs 4 failure to replicate mortality salience effect with and without original author involvement	2026-05-06T01:48:23+00:00
batch003_seed_9c69b59ac89de7af	api_candidate_6a194b695bb9593a	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1371/journal.pone.0137000	Oxytocin Effects on Trust	Failed Replication of Oxytocin Effects on Trust: The Envelope Task Case	fig1_pair_48321f50417489a1	10 1371 journal pone 0137000 oxytocin effects on trust failed replication of oxytocin effects on trust the envelope task case oxytocin effects on trust failed replication of oxytocin effects on trust the envelope task case	2026-05-06T01:48:23+00:00
batch003_seed_01b322282b0ab972	api_candidate_08e65261327b34f0	exclude_context_or_seed_hit	skip_seed_or_non_pair	not_row_rejected_seed_or_non_pair		10.1037/pspa0000121.supp		Supplemental Material for When Both the Original Study and Its Failed Replication Are Correct: Feeling Observed Eliminates the Facial-Feedback Effect		10 1037 pspa0000121 supp supplemental material for when both the original study and its failed replication are correct feeling observed eliminates the facial feedback effect unresolved original target supplemental material for when both the original study and its failed replication are correct feeling observed eliminates the facial feedback effect	2026-05-06T01:48:23+00:00
batch003_seed_f00c78e1cdcf3d9c	api_candidate_103a002c9f30029a	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.3389/fpubh.2020.579559		Early COVID-19 Interventions Failed to Replicate 1918 St. Louis vs. Philadelphia Outcomes in the United States		10 3389 fpubh 2020 579559 early covid 19 interventions failed to replicate 1918 st louis vs philadelphia outcomes in the united states unresolved original target early covid 19 interventions failed to replicate 1918 st louis vs philadelphia outcomes in the united states	2026-05-06T01:48:23+00:00
batch003_seed_69ec5393592a0280	api_candidate_b6164c6515777459	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1016/s0163-6383(96)90452-x		Infants' understanding of solidity: Replicating a failure to replicate		10 1016 s0163 6383 96 90452 x infants understanding of solidity replicating a failure to replicate unresolved original target infants understanding of solidity replicating a failure to replicate	2026-05-06T01:48:23+00:00
batch003_seed_28ff6342adeb6338	api_candidate_431e61f1075c1e4b	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1038/npp.2012.245		Candidate Gene Studies of a Promising Intermediate Phenotype: Failure to Replicate		10 1038 npp 2012 245 candidate gene studies of a promising intermediate phenotype failure to replicate unresolved original target candidate gene studies of a promising intermediate phenotype failure to replicate	2026-05-06T01:48:23+00:00
batch003_seed_13d297200d6a6f78	api_candidate_ac518393f5f3ba70	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1038/s41598-023-46527-9		The CASA theory no longer applies to desktop computers		10 1038 s41598 023 46527 9 the casa theory no longer applies to desktop computers unresolved original target the casa theory no longer applies to desktop computers	2026-05-06T01:48:23+00:00
batch003_seed_c23460a234e16617	api_candidate_d69512d607ea08f3	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan			authentic pedagogy	Quality of pedagogy and student achievement: multi-level replication of authentic pedagogy		authentic pedagogy quality of pedagogy and student achievement multi level replication of authentic pedagogy authentic pedagogy quality of pedagogy and student achievement multi level replication of authentic pedagogy	2026-05-06T01:48:23+00:00
batch003_seed_67987a7c5bae060c	api_candidate_7f3b70fe52767bc4	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.15626/mp.2020.2538	the Effect of Product Size on Status Signaling	Super-Size Me: An Unsuccessful Preregistered Replication of the Effect of Product Size on Status Signaling	fig1_pair_1b8cd026a5c08362|fig1_pair_83a777c13b99494a|fig1_pair_c0ca281bbd3da1e5|fig1_pair_dbbbd144d697b4ce	10 15626 mp 2020 2538 the effect of product size on status signaling super size me an unsuccessful preregistered replication of the effect of product size on status signaling the effect of product size on status signaling super size me an unsuccessful preregistered replication of the effect of product size on status signaling	2026-05-06T01:48:23+00:00
batch003_seed_624b5937295bdf58	api_candidate_79aefba4508adf98	exclude_context_or_seed_hit	skip_seed_or_non_pair	not_row_rejected_seed_or_non_pair		10.1177/10731911241280763	Measurement Invariance for Registered Reports	Visualizemi: Visualization, Effect Size, and Replication of Measurement Invariance for Registered Reports		10 1177 10731911241280763 measurement invariance for registered reports visualizemi visualization effect size and replication of measurement invariance for registered reports measurement invariance for registered reports visualizemi visualization effect size and replication of measurement invariance for registered reports	2026-05-06T01:48:23+00:00
batch003_seed_c3676959bb76d99d	api_candidate_21b882b2a3dc29de	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1111/lcrp.12244	the linguistic frame effect on perceived blame and financial liability	Preregistered direct replication of the linguistic frame effect on perceived blame and financial liability	fig1_pair_030e22d3cc99371a|fig1_pair_0ef063a84e329f7b|fig1_pair_1c2370e84fe33ac2|fig1_pair_1ed3a5d797fe78b7|fig1_pair_5ac42add6cce8205|fig1_pair_b39698ee4a817624	10 1111 lcrp 12244 the linguistic frame effect on perceived blame and financial liability preregistered direct replication of the linguistic frame effect on perceived blame and financial liability the linguistic frame effect on perceived blame and financial liability preregistered direct replication of the linguistic frame effect on perceived blame and financial liability	2026-05-06T01:48:23+00:00
batch003_seed_83c8dbaa778c73c9	api_candidate_ffd55078d3e1ef53	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.3389/fpsyg.2014.00259		Is spacing really the â€œfriend of inductionâ€?	fig1_pair_edad9df532d82302	10 3389 fpsyg 2014 00259 is spacing really the friend of induction unresolved original target is spacing really the friend of induction	2026-05-06T01:48:23+00:00
batch003_seed_6e64fc95762ee989	api_candidate_b9cdb8cc6a76d362	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1525/collabra.31055	Messenger Et al. (2012)	Is Passive Priming Really Impervious to Verb Semantics? A High-Powered Replication of Messenger Et al. (2012)		10 1525 collabra 31055 messenger et al 2012 is passive priming really impervious to verb semantics a high powered replication of messenger et al 2012 messenger et al 2012 is passive priming really impervious to verb semantics a high powered replication of messenger et al 2012	2026-05-06T01:48:23+00:00
batch003_seed_c7c9b8b3fe384018	api_candidate_8b4783f7bcaa81ab	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.5178/lebs.2023.105		“Watching Eyes” Do Not Strengthen the Behavioral Intention of Donating Blood: A High-Powered Pre-registered Replication Study		10 5178 lebs 2023 105 watching eyes do not strengthen the behavioral intention of donating blood a high powered pre registered replication study unresolved original target watching eyes do not strengthen the behavioral intention of donating blood a high powered pre registered replication study	2026-05-06T01:48:23+00:00
batch003_seed_8b4834693d86fb32	api_candidate_d98ff50dae1e74e4	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1521/soco.2020.38.6.521		Letters to our Future Selves? High-Powered Replication Attempts Question Effects on Future Orientation, Delinquent Decisions, and Risky Investments		10 1521 soco 2020 38 6 521 letters to our future selves high powered replication attempts question effects on future orientation delinquent decisions and risky investments unresolved original target letters to our future selves high powered replication attempts question effects on future orientation delinquent decisions and risky investments	2026-05-06T01:48:23+00:00
batch003_seed_5a0224d1b7eb0290	api_candidate_65131b7d7b541cd5	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1016/j.ynirp.2022.100109		The effect of transcranial direct current stimulation on the interplay between executive control, behavioral variability and mind wandering: A registered report		10 1016 j ynirp 2022 100109 the effect of transcranial direct current stimulation on the interplay between executive control behavioral variability and mind wandering a registered report unresolved original target the effect of transcranial direct current stimulation on the interplay between executive control behavioral variability and mind wandering a registered report	2026-05-06T01:48:23+00:00
batch003_seed_5e257d217ead6e57	api_candidate_1558aa984b33c59b	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1038/s41562-020-0823-z		Conservatives and liberals have similar physiological responses to threats		10 1038 s41562 020 0823 z conservatives and liberals have similar physiological responses to threats unresolved original target conservatives and liberals have similar physiological responses to threats	2026-05-06T01:48:23+00:00
batch003_seed_cb6e31165d8ef749	api_candidate_26a8e5e1bcbf5dec	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1098/rsos.211152		The tainted altruism effect: a successful pre-registered replication		10 1098 rsos 211152 the tainted altruism effect a successful pre registered replication unresolved original target the tainted altruism effect a successful pre registered replication	2026-05-06T01:48:23+00:00
batch003_seed_589d094480b5debe	api_candidate_de98537749100357	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.3389/fpsyg.2014.01035		Can race really be erased? A pre-registered replication study		10 3389 fpsyg 2014 01035 can race really be erased a pre registered replication study unresolved original target can race really be erased a pre registered replication study	2026-05-06T01:48:23+00:00
batch003_seed_0c766f94ba6a67c6	api_candidate_42be8d177b91d04f	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1016/j.cortex.2024.11.016		A minor role for hemispheric specialization in determining pseudoneglect: A pre-registered replication-extension study		10 1016 j cortex 2024 11 016 a minor role for hemispheric specialization in determining pseudoneglect a pre registered replication extension study unresolved original target a minor role for hemispheric specialization in determining pseudoneglect a pre registered replication extension study	2026-05-06T01:48:23+00:00
batch003_seed_e7c8e0a248935a9a	api_candidate_2eda47acdf45e76c	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.3389/fpsyg.2014.00786		Measuring the crowd within again: a pre-registered replication study		10 3389 fpsyg 2014 00786 measuring the crowd within again a pre registered replication study unresolved original target measuring the crowd within again a pre registered replication study	2026-05-06T01:48:23+00:00
batch003_seed_ca1a207df9cfd75e	api_candidate_35c434b56bea3ba8	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1007/s40806-022-00323-2		Darwinian Grandparenting Redux: a Pre-registered Replication and Extension		10 1007 s40806 022 00323 2 darwinian grandparenting redux a pre registered replication and extension unresolved original target darwinian grandparenting redux a pre registered replication and extension	2026-05-06T01:48:23+00:00
batch003_seed_72a6de27f5a82246	api_candidate_fbc648c4fc928c00	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.3389/fpsyg.2016.02081	Previous Studies	Convergence in the Bilingual Lexicon: A Pre-registered Replication of Previous Studies		10 3389 fpsyg 2016 02081 previous studies convergence in the bilingual lexicon a pre registered replication of previous studies previous studies convergence in the bilingual lexicon a pre registered replication of previous studies	2026-05-06T01:48:23+00:00
batch003_seed_9f86bcfb19d978ad	api_candidate_848d5160a722eead	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.3389/fpsyg.2015.00238		Corrigendum: Measuring the crowd within again: a pre-registered replication study		10 3389 fpsyg 2015 00238 corrigendum measuring the crowd within again a pre registered replication study unresolved original target corrigendum measuring the crowd within again a pre registered replication study	2026-05-06T01:48:23+00:00
batch003_seed_1d089ed587abe0d6	api_candidate_238b0a0c1fcb9a1d	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1016/j.cogdev.2026.101690		Social memory in children from urban and rural Mozambique: A pre-registered replication study		10 1016 j cogdev 2026 101690 social memory in children from urban and rural mozambique a pre registered replication study unresolved original target social memory in children from urban and rural mozambique a pre registered replication study	2026-05-06T01:48:23+00:00
batch003_seed_f78c0e0079c705e1	api_candidate_9a6b74a967e69dba	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.3758/s13414-020-02021-2	of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds	Registered Replication Report of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds		10 3758 s13414 020 02021 2 of weissman d h jiang j amp egner t 2014 determinants of congruency sequence effects without learning and memory confounds registered replication report of weissman d h jiang j amp egner t 2014 determinants of congruency sequence effects without learning and memory confounds of weissman d h jiang j amp egner t 2014 determinants of congruency sequence effects without learning and memory confounds registered replication report of weissman d h jiang j amp egner t 2014 determinants of congruency sequence effects without learning and memory confounds	2026-05-06T01:48:23+00:00
batch003_seed_4c59ff4e45a153a7	api_candidate_94fcbe230fe854a6	exclude_context_or_seed_hit	skip_seed_or_non_pair	not_row_rejected_seed_or_non_pair		10.1017/s0140525x17001972		Making replication mainstream		10 1017 s0140525x17001972 making replication mainstream unresolved original target making replication mainstream	2026-05-06T01:48:23+00:00
batch003_seed_c25a69694686321b	api_candidate_810171915e0f8ccd	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.24072/pci.rr.100609	of Kahneman and Tversky (1973)	The Representativeness Heuristic Revisited: Registered Replication Report of Kahneman and Tversky (1973)		10 24072 pci rr 100609 of kahneman and tversky 1973 the representativeness heuristic revisited registered replication report of kahneman and tversky 1973 of kahneman and tversky 1973 the representativeness heuristic revisited registered replication report of kahneman and tversky 1973	2026-05-06T01:48:23+00:00
batch003_seed_34cbf46455598250	api_candidate_0918fe9a9ed68143	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1177/1745691616674460		Reflection on the Smiling Registered Replication Report		10 1177 1745691616674460 reflection on the smiling registered replication report unresolved original target reflection on the smiling registered replication report	2026-05-06T01:48:23+00:00
batch003_seed_9574ec71f7db7700	api_candidate_719b82dee55c4342	exclude_context_or_seed_hit	skip_seed_or_non_pair	not_row_rejected_seed_or_non_pair		10.1111/phc3.12633		Philosophy of science and the replicability crisis		10 1111 phc3 12633 philosophy of science and the replicability crisis unresolved original target philosophy of science and the replicability crisis	2026-05-06T01:48:23+00:00
batch003_seed_8c4811421c8d399c	api_candidate_531902e0a39b1d8c	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1037/0022-3514.93.4.491		Actor-observer asymmetries in explanations of behavior: New answers to an old question.		10 1037 0022 3514 93 4 491 actor observer asymmetries in explanations of behavior new answers to an old question unresolved original target actor observer asymmetries in explanations of behavior new answers to an old question	2026-05-06T01:48:23+00:00
batch003_seed_1198dbc1e52f5cd6	api_candidate_4744525157c37154	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1073/pnas.1910951116		Replicator degrees of freedom allow publication of misleading failures to replicate		10 1073 pnas 1910951116 replicator degrees of freedom allow publication of misleading failures to replicate unresolved original target replicator degrees of freedom allow publication of misleading failures to replicate	2026-05-06T01:48:23+00:00
batch003_seed_9c635909438e66c2	api_candidate_9284ea61ff36814f	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1027/1864-9335/a000361		No Evidence That Experiencing Physical Warmth Promotes Interpersonal Warmth	fig1_pair_84ae5b6f75f33291|fig1_pair_91a0019783508f95	10 1027 1864 9335 a000361 no evidence that experiencing physical warmth promotes interpersonal warmth unresolved original target no evidence that experiencing physical warmth promotes interpersonal warmth	2026-05-06T01:48:23+00:00
batch003_seed_dcf1467f4d402886	api_candidate_ddd51f6a6a2663b8	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.3389/fnbeh.2017.00120		Lack of Associations between Female Hormone Levels and Visuospatial Working Memory, Divided Attention and Cognitive Bias across Two Consecutive Menstrual Cycles		10 3389 fnbeh 2017 00120 lack of associations between female hormone levels and visuospatial working memory divided attention and cognitive bias across two consecutive menstrual cycles unresolved original target lack of associations between female hormone levels and visuospatial working memory divided attention and cognitive bias across two consecutive menstrual cycles	2026-05-06T01:48:23+00:00
batch003_seed_bffe913b77f69b35	api_candidate_cb9a052960492641	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1371/journal.pone.0033423		Failing the Future: Three Unsuccessful Attempts to Replicate Bem's ‘Retroactive Facilitation of Recall’ Effect	fig1_pair_3212a5f9117f1e44	10 1371 journal pone 0033423 failing the future three unsuccessful attempts to replicate bem s retroactive facilitation of recall effect unresolved original target failing the future three unsuccessful attempts to replicate bem s retroactive facilitation of recall effect	2026-05-06T01:48:23+00:00
batch003_seed_3ff105a6cd405e2c	api_candidate_437584f7c9708c81	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1016/j.appet.2014.10.024		Unsuccessful attempts to replicate effects of self control operations and glucose on ego-depletion pose an interesting research question that demands explanation		10 1016 j appet 2014 10 024 unsuccessful attempts to replicate effects of self control operations and glucose on ego depletion pose an interesting research question that demands explanation unresolved original target unsuccessful attempts to replicate effects of self control operations and glucose on ego depletion pose an interesting research question that demands explanation	2026-05-06T01:48:23+00:00
batch003_seed_7efeb11de30618af	api_candidate_36fbd2b47e30afcd	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1111/j.1551-6709.2010.01136.x		Three Attempts to Replicate the Behavioral Sunk‐Cost Effect: A Note on Cunha and Caldieraro (2009)		10 1111 j 1551 6709 2010 01136 x three attempts to replicate the behavioral sunk cost effect a note on cunha and caldieraro 2009 unresolved original target three attempts to replicate the behavioral sunk cost effect a note on cunha and caldieraro 2009	2026-05-06T01:48:23+00:00
batch003_seed_e77b219b00de20d8	api_candidate_f5d329c70f4f290b	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1027/1864-9335/a000182		Breakthrough or One-Hit Wonder?		10 1027 1864 9335 a000182 breakthrough or one hit wonder unresolved original target breakthrough or one hit wonder	2026-05-06T01:48:23+00:00
batch003_seed_ae58ba2b2f1db91f	api_candidate_6287214392755e51	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1037/xge0000203	Xu and Tenenbaum (2007b).	Understanding the effect of social context on learning: A replication of Xu and Tenenbaum (2007b).		10 1037 xge0000203 xu and tenenbaum 2007b understanding the effect of social context on learning a replication of xu and tenenbaum 2007b xu and tenenbaum 2007b understanding the effect of social context on learning a replication of xu and tenenbaum 2007b	2026-05-06T01:48:23+00:00
batch003_seed_e09b8f85e624235e	api_candidate_54bfbb526f90ed02	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1037/arc0000007	Bargh and Shalev (2012).	Can physical warmth (or coldness) predict trait loneliness? A replication of Bargh and Shalev (2012).	fig1_pair_ef80ab0f1baee360	10 1037 arc0000007 bargh and shalev 2012 can physical warmth or coldness predict trait loneliness a replication of bargh and shalev 2012 bargh and shalev 2012 can physical warmth or coldness predict trait loneliness a replication of bargh and shalev 2012	2026-05-06T01:48:23+00:00
batch003_seed_dab1b0fae3aef2b2	api_candidate_cbbcd2d203411342	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1080/23743603.2021.1878340		Revisiting the decoy effect: replication and extension of Ariely and Wallsten (1995) and Connolly, Reb, and Kausel (2013)	fig1_pair_15c24aafa5b48250|fig1_pair_eeac2ccd7cc2a71c	10 1080 23743603 2021 1878340 revisiting the decoy effect replication and extension of ariely and wallsten 1995 and connolly reb and kausel 2013 unresolved original target revisiting the decoy effect replication and extension of ariely and wallsten 1995 and connolly reb and kausel 2013	2026-05-06T01:48:23+00:00
batch003_seed_1dedfd5090395ab0	api_candidate_6babb48338f16a8a	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.51224/cik.2024.60		Effects of Preferred versus Nonpreferred Music on Bench Press Performance		10 51224 cik 2024 60 effects of preferred versus nonpreferred music on bench press performance unresolved original target effects of preferred versus nonpreferred music on bench press performance	2026-05-06T01:48:23+00:00
batch003_seed_4dc2bf7bb32da84c	api_candidate_a6531c0216f61f31	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1007/s00125-010-2002-7	genome-wide association studies (GWAS) loci for fasting plasma glucose in African-Americans	Replication of genome-wide association studies (GWAS) loci for fasting plasma glucose in African-Americans		10 1007 s00125 010 2002 7 genome wide association studies gwas loci for fasting plasma glucose in african americans replication of genome wide association studies gwas loci for fasting plasma glucose in african americans genome wide association studies gwas loci for fasting plasma glucose in african americans replication of genome wide association studies gwas loci for fasting plasma glucose in african americans	2026-05-06T01:48:23+00:00
batch003_seed_6431cfb0739b66b3	api_candidate_a848f855bce57e2b	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1371/journal.pone.0023473	over 180 Genetic Associations with Self-Reported Medical Data	Efficient Replication of over 180 Genetic Associations with Self-Reported Medical Data		10 1371 journal pone 0023473 over 180 genetic associations with self reported medical data efficient replication of over 180 genetic associations with self reported medical data over 180 genetic associations with self reported medical data efficient replication of over 180 genetic associations with self reported medical data	2026-05-06T01:48:23+00:00
batch003_seed_981bf2f8affa1cea	api_candidate_dd966219198c26d2	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1002/brb3.1393		Episodic memory improvements due to noninvasive stimulation targeting the cortical–hippocampal network: A replication and extension experiment		10 1002 brb3 1393 episodic memory improvements due to noninvasive stimulation targeting the cortical hippocampal network a replication and extension experiment unresolved original target episodic memory improvements due to noninvasive stimulation targeting the cortical hippocampal network a replication and extension experiment	2026-05-06T01:48:23+00:00
